travel_purpose,average_rating,is_incentivised,is_trivial,stayed_room_info/room_id,stayed_room_info/checkin,stayed_room_info/checkout,stayed_room_info/room_name,stayed_room_info/photo/url_640x200,stayed_room_info/photo/url_original,stayed_room_info/photo/ratio,stayed_room_info/photo/url_square60,stayed_room_info/photo/url_max300,stayed_room_info/photo/photo_id,stayed_room_info/num_nights,languagecode,hotelier_response,cons_translated,pros_translated,anonymous,title,review_rating,reviewng,hotel_id,review_hash,countrycode,is_moderated,title_translated,hotelier_name,cons,author/countrycode,author/nr_reviews,author/city,author/type_string,author/age_group,author/user_id,author/type,author/name,author/helpful_vote_count,review_id,pros,date,helpful_vote_count,Rooms,FoodBeverage,StaffService,Otherfacilities,Location,Design,PriceValueForMoney,OverallExperience,author/avatar,reviewer_photos/0/square60_ao,reviewer_photos/0/square90,reviewer_photos/0/max500_ao,reviewer_photos/0/max1280x900,reviewer_photos/1/square90,reviewer_photos/1/max500_ao,reviewer_photos/1/max1280x900,reviewer_photos/1/square60_ao,reviewer_photos/2/square60_ao,reviewer_photos/2/square90,reviewer_photos/2/max500_ao,reviewer_photos/2/max1280x900,reviewer_photos/3/max500_ao,reviewer_photos/3/max1280x900,reviewer_photos/3/square90,reviewer_photos/3/square60_ao,reviewer_photos/4/square60_ao,reviewer_photos/4/max500_ao,reviewer_photos/4/max1280x900,reviewer_photos/4/square90,reviewer_photos/5/max500_ao,reviewer_photos/5/square60_ao,reviewer_photos/5/square90,reviewer_photos/5/max1280x900
leisure,4,0,0,585323502,2022-05-25,2022-05-30,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,5,en-us,,,,,Dani�s was extraordinary!,10,1,5853235,2b95ee8dacbfad34,ca,0,,Four Seasons Hotel Madrid,price was exorbitant,ca,0,,Solo traveller,,13329944,solo_traveller,Mike,0,2867478234,location and staff,2022-05-30 23:59:29,0,,,p,,p,,n,,https://lh6.googleusercontent.com/-P2KXa6kDj0c/AAAAAAAAAAI/AAAAAAAAFqQ/qRvYSOsD1yQ/photo.jpg?sz=5064,,,,,,,,,,,,,,,,,,,,,,,,
leisure,2,0,0,585323502,2022-05-21,2022-05-22,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,1,es,,,,,no merece la pena,5,1,5853235,6e806b16f7a026ce,es,0,,Four Seasons Hotel Madrid,"el restaurante (desayuno y comida) es p�simo y muy caro. la piscina tampoco es nada del otro mundo, mucho mejor la del Ritz. entraron hasta en 2 ocasiones a nuestra habitaci�n a limpiar sin llamar a la puerta",es,0,,Couple,,127189468,couple,Daniel,2,2989274894,la cama y almohadas. nos dieron una botella de champ�n gratis por la luna de miel,2022-05-22 14:23:35,2,p,n,p,n,,,n,,https://graph.facebook.com/v2.9/10154346098435850/picture?type=square&height=64&width=64,,,,,,,,,,,,,,,,,,,,,,,,
leisure,3.59999990463257,0,0,585323505,2022-04-15,2022-04-18,Deluxe Alcala,https://cf.bstatic.com/images/hotel/640x200/239/239995200.jpg,https://cf.bstatic.com/images/hotel/max500/239/239995200.jpg,1.72109375,https://cf.bstatic.com/images/hotel/square60/239/239995200.jpg,https://cf.bstatic.com/images/hotel/max300/239/239995200.jpg,239995200,3,en-gb,,,,,Beautiful relaxing city break,9,1,5853235,499b54a872ffe8d0,gb,0,,Four Seasons Hotel Madrid,Spa area could have been better given the space.,gb,0,,Couple,,63180662,couple,Alexandre,1,2144105991,"Great staff engagement and service, lovely rooms, sound of street music filtering through in the mornings.",2022-05-21 10:11:46,1,p,,p,n,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323507,2022-05-04,2022-05-06,Premier King,https://cf.bstatic.com/images/hotel/640x200/277/277578400.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578400.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578400.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578400.jpg,277578400,2,es-ar,,,,,La mejor atenci�n,10,1,5853235,b209a702e6f888ad,ar,0,,Four Seasons Hotel Madrid,"nada, todo excelente",ar,0,,Couple,,263417071,couple,Belen,1,3413137085,la atenci�n y las instalaciones son de primer nivel,2022-05-10 21:07:43,1,,,p,p,,,,,https://lh5.googleusercontent.com/-8992ztdShZo/AAAAAAAAAAI/AAAAAAAAADM/4mYj5hBAjXU/s96-c/photo.jpg64,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323508,2022-04-29,2022-05-07,Premier Terrace Room,https://cf.bstatic.com/images/hotel/640x200/239/239994574.jpg,https://cf.bstatic.com/images/hotel/max500/239/239994574.jpg,1.5,https://cf.bstatic.com/images/hotel/square60/239/239994574.jpg,https://cf.bstatic.com/images/hotel/max300/239/239994574.jpg,239994574,8,es,,,,,Gratitud total.,10,1,5853235,95e7e26f36c64d24,us,0,,Four Seasons Hotel Madrid,"Que no me puedo quedar a vivir ah�, con el favor de Dios he de volver, cada vez que voy quiero m�s. Gracias Four Season.",us,0,,Family,,318744711,family_with_children,Antonio,1,2739330303,"Todo, todo el personal y su magnifica atenci�n es de una filosofia de servicio y calidad, si se quiere sentir confort, atenci�n y mucha clase, estar�s en el lugar preciso, ese es el four season, elegancia, distincion y categor�a, el mejor, cracias a Gaetano, Lorena, Lara, Rafael y su inmejorable servicio, gracias Rafael, que Dios te bendiga tu Don de gente.",2022-05-07 23:04:59,1,,,p,,,p,,p,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,2.40000009536743,0,0,585323503,2022-05-01,2022-05-02,Superior Courtyard Accessible Room,https://cf.bstatic.com/images/hotel/640x200/277/277577698.jpg,https://cf.bstatic.com/images/hotel/max500/277/277577698.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277577698.jpg,https://cf.bstatic.com/images/hotel/max300/277/277577698.jpg,277577698,1,en-us,,,,,an underwhelming experience for a four seasons hotel,6,1,5853235,cf7a33aa92640a4c,kw,0,,Four Seasons Hotel Madrid,"very underwhelming for a four seasons hotel� we booked a room costing 1,200 Euros, and it was a basic room as in any other standard 5 star hotel, and breakfast wasn�t included even.",kw,0,,Couple,,55140770,couple,Meshari,2,2792881323,"staff were very nice, also the rooftop terrace",2022-05-02 15:23:27,2,n,,p,,p,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323504,2022-04-28,2022-05-02,Deluxe Sevilla,https://cf.bstatic.com/images/hotel/640x200/400/400579274.jpg,https://cf.bstatic.com/images/hotel/max500/400/400579274.jpg,1.5002143163309,https://cf.bstatic.com/images/hotel/square60/400/400579274.jpg,https://cf.bstatic.com/images/hotel/max300/400/400579274.jpg,400579274,4,en-us,,,,,The most relaxing stay ever with a spotless room and very helpful and nice staff,10,1,5853235,5671c8f4ccfc79ac,es,0,,Four Seasons Hotel Madrid,nothing !,es,0,,Couple,,292658521,couple,Mary,0,3183647294,"Perfect stay , the staff the location , the amenities was amazing . 
so helpful with the places they recommended us to go to",2022-05-02 10:21:38,0,,,p,p,p,,,p,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323503,2022-02-18,2022-02-20,Superior Courtyard Accessible Room,https://cf.bstatic.com/images/hotel/640x200/277/277577698.jpg,https://cf.bstatic.com/images/hotel/max500/277/277577698.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277577698.jpg,https://cf.bstatic.com/images/hotel/max300/277/277577698.jpg,277577698,2,tr,,,,,Exceptional,10,1,5853235,6d5f4c2dcbb4b568,tr,0,,Four Seasons Hotel Madrid,hersey? begend?m,tr,0,,Couple,,208566959,couple,Berna,0,2304696676,konum ve �al??anlar ilgisini,2022-04-29 12:41:38,0,,,p,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business,4,0,0,585323505,2022-04-21,2022-04-24,Deluxe Alcala,https://cf.bstatic.com/images/hotel/640x200/239/239995200.jpg,https://cf.bstatic.com/images/hotel/max500/239/239995200.jpg,1.72109375,https://cf.bstatic.com/images/hotel/square60/239/239995200.jpg,https://cf.bstatic.com/images/hotel/max300/239/239995200.jpg,239995200,3,es,,,,,Great.,10,1,5853235,b476588869be5bb9,es,0,,Four Seasons Hotel Madrid,nada,es,0,,Couple,,62165918,couple,Michael,0,4580413646,todo,2022-04-24 21:19:12,0,,,,,,,,p,https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=5064,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323506,2022-04-10,2022-04-12,Premier Room Double,https://cf.bstatic.com/images/hotel/640x200/277/277578339.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578339.jpg,1.5002143163309,https://cf.bstatic.com/images/hotel/square60/277/277578339.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578339.jpg,277578339,2,en-gb,,,,,"Without any doubt, this is the best place to stay in Madrid.",10,1,5853235,2c0c6e5fab0f49d7,gb,0,,Four Seasons Hotel Madrid,I can�t think of anything negative or anything needing improvement.,gb,0,,Family,,176203568,family_with_children,Lars,0,4579281102,A beautifully refurbished and renovated building in a perfect location.The rooms are very comfortable very nicely decorated and big enough for two people. Staff is super friendly and the service is immaculate. The courtesy car is also very helpful to help you get around. Top notch restaurant at the very top with beautiful views of the city - dont forget to book wells in advance!,2022-04-13 09:28:03,0,p,p,p,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323502,2022-03-20,2022-03-21,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,1,en-gb,,,,,The ultimate in luxury,10,1,5853235,7b86a78eebb19df0,kw,0,,Four Seasons Hotel Madrid,I ordered well poached eggs but received runny eggs !,kw,0,,Solo traveller,,35349592,solo_traveller,Ghadeer,0,4579021548,"I stayed for 1 day in a Superior Courtyard Room (King bed). The location of the hotel is super convenient, it is in a walkable area. My room was super comfortable, quiet and beautiful. Staff were highly professional.  The chat service (iPad) is your info gateway to anything you desire.  Great stay. 

SEE photos",2022-04-10 14:19:57,0,p,n,p,,p,,,p,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323502,2022-03-12,2022-03-13,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,1,en-us,,,,,Exceptional,10,1,5853235,291babe1c2694fef,sa,0,,Four Seasons Hotel Madrid,Nothing.,sa,0,,Couple,,90220616,couple,Bilal,0,3509055667,"The place was very clean, the room service had great variety and the food was amazing. The most element we enjoyed in the hotel was the staff. They were exceptional in all aspects, from the front desk to the concierge to the bell boys. each member was extremely helpful.",2022-04-07 10:53:14,0,,p,p,,,,,,https://lh3.googleusercontent.com/a/AATXAJwSpFGml9SINQG9LasQqKEncUF3xSJ9Ja97WNP6=s96-c64,,,,,,,,,,,,,,,,,,,,,,,,
leisure,3.59999990463257,0,0,585323502,2022-04-02,2022-04-03,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,1,en-gb,,,,,Fabulous,10,1,5853235,20d6a6cfa5bd141e,ro,0,,Four Seasons Hotel Madrid,"The breakfast was ok but nothing special for the charged price. I honestly expected something better. Other FS hotels have better variety for breakfast. You might consider an improvement.
The staff serving at the lobby bar was not at all friendly",ro,0,,Couple,,28351298,couple,Cristian,1,4578621399,The building itself is spectacular. The room was very classy. The reception and welcome staff as well.,2022-04-05 07:32:20,1,,n,p,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,2.79999995231628,0,0,585323501,2022-04-01,2022-04-03,Superior Courtyard  Double Room,https://cf.bstatic.com/images/hotel/640x200/400/400579267.jpg,https://cf.bstatic.com/images/hotel/max500/400/400579267.jpg,1.5002143163309,https://cf.bstatic.com/images/hotel/square60/400/400579267.jpg,https://cf.bstatic.com/images/hotel/max300/400/400579267.jpg,400579267,2,en-gb,,,,,Okish,7,1,5853235,f9f5df82f795943f,gb,0,,Four Seasons Hotel Madrid,"For a five star hotel it was a bit disappointing, 
When you check in, they never explain to you where you can have breakfast, at what time, we find out the hotel had more facilities that we missed out on simply because they can�t be bothered to tell you . The toiletries was similar to a four star. 
I have stayed in so many four seasons, but this one was a bit behind.",gb,0,,Group of friends,,34905440,review_category_group_of_friends,Mataa,0,4578527251,The spa,2022-04-04 09:29:29,0,n,,n,p,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,
business,4,0,0,585323502,2022-03-21,2022-03-23,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,2,es,,,,,espectacular,10,1,5853235,29a8eb54f6197602,ma,0,,Four Seasons Hotel Madrid,nada,ma,0,,Solo traveller,,125705196,solo_traveller,Taib,1,3154164026,todo,2022-03-23 21:31:41,1,,,,,,,,p,https://graph.facebook.com/v2.9/10154375747453619/picture?type=square&height=64&width=64,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323502,2022-03-18,2022-03-21,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,3,en-gb,,,,,your best choice in Madrid,10,1,5853235,ad908b15100d816a,hk,0,,Four Seasons Hotel Madrid,nothing,hk,0,,Family,,212018611,family_with_children,Chuan-sheng,0,2660285195,everything,2022-03-22 07:51:32,0,,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,3.59999990463257,0,0,585323504,2022-03-03,2022-03-06,Deluxe Sevilla,https://cf.bstatic.com/images/hotel/640x200/400/400579274.jpg,https://cf.bstatic.com/images/hotel/max500/400/400579274.jpg,1.5002143163309,https://cf.bstatic.com/images/hotel/square60/400/400579274.jpg,https://cf.bstatic.com/images/hotel/max300/400/400579274.jpg,400579274,3,en-us,,,,,lovely place,9,1,5853235,4baaf555d5de909b,kw,0,,Four Seasons Hotel Madrid,breakfast,kw,0,,Family,,166797319,family_with_children,Mohammad,0,2403161126,The hotel and the building,2022-03-06 21:33:32,0,,n,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,3.20000004768372,0,0,585323502,2022-02-25,2022-02-27,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,2,es,,,,,"Falto de rodaje, no cumple las espectativas",8,1,5853235,9a17af635f222792,es,0,,Four Seasons Hotel Madrid,Desayuno de pensi�n barata,es,0,,Couple,,348253414,couple,Jose,3,4575989889,"Desayuno pobre y cutre pero muy caro: no es de un 5 estrellas 
El restaurante de Dani Garc�a absolutamente decepcionante 
Le falta rodaje a este hotel 

El four seasons de Lisboa lo supera por goleada",2022-02-28 14:54:40,3,,n,,,,,n,n,,,,,,,,,,,,,,,,,,,,,,,,,
business,4,0,0,585323501,2022-02-14,2022-02-16,Superior Courtyard  Double Room,https://cf.bstatic.com/images/hotel/640x200/400/400579267.jpg,https://cf.bstatic.com/images/hotel/max500/400/400579267.jpg,1.5002143163309,https://cf.bstatic.com/images/hotel/square60/400/400579267.jpg,https://cf.bstatic.com/images/hotel/max300/400/400579267.jpg,400579267,2,es,,,,,Hotel de lujo  que cumple con todas las expectativas,10,1,5853235,235d9c65bfbba250,es,0,,Four Seasons Hotel Madrid,Nada,es,0,,Couple,,295683770,couple,Jesus,0,3845519064,"La atenci�n desde que entras por sus puertas 
lo comido de sus habitaciones camas etc 
  gastronom�a variada 
spa 
y la amabilidad de todo el equipo",2022-02-20 14:58:35,0,p,p,p,p,,,,,https://lh4.googleusercontent.com/-ClAKblR4VCY/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-jgwQBRtzK3c9JsGqf05J7yl13n4w/s96-c/photo.jpg64,https://cf.bstatic.com/xdata/images/xphoto/square60_ao/146886687.jpg?k=6e92fe22d93a74bdabd980c87e3732773677affe7fb30daf45d02caadf5a4f75&o=,https://cf.bstatic.com/xdata/images/xphoto/square90/146886687.jpg?k=6e92fe22d93a74bdabd980c87e3732773677affe7fb30daf45d02caadf5a4f75&o=,https://cf.bstatic.com/xdata/images/xphoto/max500_ao/146886687.jpg?k=6e92fe22d93a74bdabd980c87e3732773677affe7fb30daf45d02caadf5a4f75&o=,https://cf.bstatic.com/xdata/images/xphoto/max1280x900/146886687.jpg?k=6e92fe22d93a74bdabd980c87e3732773677affe7fb30daf45d02caadf5a4f75&o=,https://cf.bstatic.com/xdata/images/xphoto/square90/146886688.jpg?k=c63a7cd29d0142a3f2575a993e3943bfe292a9b9ed01a84ae4149ec9229ae8a3&o=,https://cf.bstatic.com/xdata/images/xphoto/max500_ao/146886688.jpg?k=c63a7cd29d0142a3f2575a993e3943bfe292a9b9ed01a84ae4149ec9229ae8a3&o=,https://cf.bstatic.com/xdata/images/xphoto/max1280x900/146886688.jpg?k=c63a7cd29d0142a3f2575a993e3943bfe292a9b9ed01a84ae4149ec9229ae8a3&o=,https://cf.bstatic.com/xdata/images/xphoto/square60_ao/146886688.jpg?k=c63a7cd29d0142a3f2575a993e3943bfe292a9b9ed01a84ae4149ec9229ae8a3&o=,https://cf.bstatic.com/xdata/images/xphoto/square60_ao/146886690.jpg?k=1c84545e2c4f3f089810a3dbbd3595dbddc2fb275d5dc5f2cbe0c1479aeb04ff&o=,https://cf.bstatic.com/xdata/images/xphoto/square90/146886690.jpg?k=1c84545e2c4f3f089810a3dbbd3595dbddc2fb275d5dc5f2cbe0c1479aeb04ff&o=,https://cf.bstatic.com/xdata/images/xphoto/max500_ao/146886690.jpg?k=1c84545e2c4f3f089810a3dbbd3595dbddc2fb275d5dc5f2cbe0c1479aeb04ff&o=,https://cf.bstatic.com/xdata/images/xphoto/max1280x900/146886690.jpg?k=1c84545e2c4f3f089810a3dbbd3595dbddc2fb275d5dc5f2cbe0c1479aeb04ff&o=,,,,,,,,,,,,
business,4,0,0,585323502,2022-02-11,2022-02-13,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,2,es,,,,,exelecia en toda regla,10,1,5853235,f35549653051ff42,es,0,,Four Seasons Hotel Madrid,nada,es,0,,Couple,,63106686,couple,Elio,0,2858410398,"todo fue fant�stico, si buscas la excelencia es tu hotel, el precio evidentemente va ligado al lujo que te ofrece el hotel desde q llegas .",2022-02-17 15:02:51,0,,,,,,,p,p,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,0.400000005960464,0,0,585323505,2022-02-05,2022-02-06,Deluxe Alcala,https://cf.bstatic.com/images/hotel/640x200/239/239995200.jpg,https://cf.bstatic.com/images/hotel/max500/239/239995200.jpg,1.72109375,https://cf.bstatic.com/images/hotel/square60/239/239995200.jpg,https://cf.bstatic.com/images/hotel/max300/239/239995200.jpg,239995200,1,ru,,,,,Bad,1,1,5853235,3f39b91e67152369,es,0,,Four Seasons Hotel Madrid,"???? ???????? ?? ????? ?????? ?????!
???? ????? ?????? ? 4 ???? ????!",es,0,,Family,,433908061,family_with_children,Agaronyan,0,3828373767,???????? ? ??????,2022-02-06 21:53:40,0,n,,p,,,n,,,https://lh3.googleusercontent.com/a-/AOh14GiCSqDaFxllaQ8AoJZfSmdL49Lq_Nyzs2ypcYhDug=s96-c64,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323505,2022-02-02,2022-02-05,Deluxe Alcala,https://cf.bstatic.com/images/hotel/640x200/239/239995200.jpg,https://cf.bstatic.com/images/hotel/max500/239/239995200.jpg,1.72109375,https://cf.bstatic.com/images/hotel/square60/239/239995200.jpg,https://cf.bstatic.com/images/hotel/max300/239/239995200.jpg,239995200,3,en-gb,,,,,maravellosa,10,1,5853235,53e23ddad4b9d80d,be,0,,Four Seasons Hotel Madrid,excellent,be,0,,Group of friends,,190497505,review_category_group_of_friends,Manal,0,2404788477,excellent,2022-02-06 14:13:15,0,,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,3.20000004768372,0,0,585323503,2022-01-21,2022-01-22,Superior Courtyard Accessible Room,https://cf.bstatic.com/images/hotel/640x200/277/277577698.jpg,https://cf.bstatic.com/images/hotel/max500/277/277577698.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277577698.jpg,https://cf.bstatic.com/images/hotel/max300/277/277577698.jpg,277577698,1,es,,,,,"muy lindo hotel, bar y restaurante, pero habitaciones no encantadoras",8,1,5853235,526633ab0db17856,mx,0,,Four Seasons Hotel Madrid,no me gust� que las habitaciones te hacen sentir encerrado. Son demasiado peque�as.,mx,0,,Family,,174633230,family_with_children,Giselle,4,4574339285,"el hotel est� en la mejor ubicaci�n de Madrid con un gran restaurante y bar. Hasta aqu� merece 10. es perfecto. 
pero en cuanto a la habitaci�n, es peque�a, que no guarda relaci�n precio tama�o y lo peor, es que me toc� una habitaci�n que ve�a una pared del hotel y el techo, solo asom�ndose se ve�a una construcci�n y parte de la calle, es decir, te hace sentir encerrado.",2022-02-01 17:47:56,4,n,p,,,p,,n,,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,3.59999990463257,0,0,585323502,2022-01-15,2022-01-17,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,2,en-gb,,,,,beautiful experience,9,1,5853235,b282c28a74a1bc9d,mt,0,,Four Seasons Hotel Madrid,-,mt,0,,Couple,,0,couple,Jefim,1,2942703602,"friendly service, comfortable location, area, outstanding views, super clean room, amazing spa",2022-01-17 21:23:00,1,,,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323503,2022-01-11,2022-01-13,Superior Courtyard Accessible Room,https://cf.bstatic.com/images/hotel/640x200/277/277577698.jpg,https://cf.bstatic.com/images/hotel/max500/277/277577698.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277577698.jpg,https://cf.bstatic.com/images/hotel/max300/277/277577698.jpg,277577698,2,en-us,,,,,Exceptional,10,1,5853235,3854a6e1c226964a,sa,0,,Four Seasons Hotel Madrid,nothing,sa,0,,Couple,,21232082,couple,Saad,1,2503557603,very nice location and services,2022-01-14 06:52:50,1,,,,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,3.20000004768372,0,0,585323509,2021-12-29,2022-01-03,Four Seasons Suite ,https://cf.bstatic.com/images/hotel/640x200/277/277578327.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578327.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578327.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578327.jpg,277578327,5,de,,,,,Preis-Leistung leider nicht im Verh�ltnis,8,1,5853235,ae099658e17c4b34,de,0,,Four Seasons Hotel Madrid,Die Preise und die unflexibelit�t in Bezug auf Sonderw�nsche,de,0,,Group of friends,,363800401,review_category_group_of_friends,Jan-hendryk,1,4572795869,"Das Essen, die Lage und das nette Personal",2022-01-06 01:57:18,1,,p,p,,p,,n,,,,,,,,,,,,,,,,,,,,,,,,,,
business,3.20000004768372,0,0,585323502,2021-12-29,2022-01-03,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,5,de,,,,,Wirklich ein extrem �berteuertes Hotel.,8,1,5853235,144cca2c155aeac7,de,0,,Four Seasons Hotel Madrid,"Die Preise sind leider extrem �berteuert.
Also ein kleiner Kaffe, der leider nie gescheckt hat kostet 9 Euro. 
Ein Tafel Schokolade im Zimmer kostet zwischen20-40 Euro und so ist es bei allen. 
Klar ist es ein Luxus Hotel aber dennoch sollten die Preise im Rahmen sein.",de,0,,Couple,,363800401,couple,Jan-hendryk,1,4572795815,"Das Personal war sehr nett und Omer bem�ht. 
Die Lage ist super und das Spa war auch sehr sch�n",2022-01-06 01:55:04,1,,,p,p,p,,n,,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,3.59999990463257,0,0,585323502,2021-12-30,2022-01-02,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,3,en-gb,,,,,A bitter note after a great experience,9,1,5853235,7a9b4041c410d269,bg,0,,Four Seasons Hotel Madrid,"Unfortunately, the courtesy of the staff decreases sharply at the time of leaving the hotel. I had an unpleasant incident on the day I left, on the morning of January 3, 2022. I asked them to take my luggage from the room. After more than 10 minutes of waiting, I decided that apparently no one would show up and I took my suitcases to the reception. No one thought it necessary to even apologize to me and to regret that the bellboy had been obstructed, although there were none at that early hour.  This made a very unpleasant impression on me and gave a negative note to my otherwise magnificent stay.",bg,0,,Solo traveller,,75508448,solo_traveller,Martin,3,4572583551,"- Magnificent, clean and spacious rooms
- Excellent swimming pool and spa
- Quiet and peaceful place, although in the heart of the city",2022-01-03 13:19:24,3,p,,n,p,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,3.59999990463257,0,0,585323507,2021-12-16,2021-12-20,Premier King,https://cf.bstatic.com/images/hotel/640x200/277/277578400.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578400.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578400.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578400.jpg,277578400,4,fr,,,,,s�jour agr�able au c�ur d�une ville magnifique.,9,1,5853235,2342811bbccbfdfc,ch,0,,Four Seasons Hotel Madrid,Rien,ch,0,,Couple,,2423237,couple,Agnes,0,2862057562,"l�emplacement, la gentillesse et la disponibilit� de tout le personnel.",2021-12-21 08:58:54,0,,,p,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
